Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
820212,6,Teeter Totter Village,Teeter Totter Village (820212),9133 SCOTT ST,,HOUSTON,77051,HARRIS,Licensed Center - Child Care Program,272,8/8/02,3/2/22,2/7/22,11/9/21,Y,Full,,,,,,,,,,,,
820217,6,Kids of The Kingdom,Kids of The Kingdom (820217),3801 S PANTHER CREEK DR,,THE WOODLANDS,77381,MONTGOMERY,Licensed Center - Child Care Program,120,8/27/02,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
820352-1086,7,Grant Child Development Center  Child Incorporated,Grant Child Development Center  Child Incorporated (820352-1086),1701 KRAMER LN,,AUSTIN,78758,TRAVIS,Licensed Center - Child Care Program,40,2/27/03,3/2/22,2/7/22,11/13/20,Y,Full,,,,,,,,,,,,
820396,6,The Adventure School,The Adventure School (820396),10555 SPRING CYPRESS RD,,HOUSTON,77070,HARRIS,Licensed Center - Child Care Program,465,8/13/02,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
820412-1427,7,Laura Bush YMCA,Laura Bush YMCA (820412-1427),12600 COUNTRY TRL,,AUSTIN,78732,TRAVIS,Licensed Center - School Age Program,150,2/5/03,3/2/22,2/7/22,9/4/20,Y,Full,,,,,,,,,,,,
820415,6,Klassy Kids Lighthouse Child Development Academy,Klassy Kids Lighthouse Child Development Academy (820415),401 W BRAZOS AVE,,WEST COLUMBIA,77486,BRAZORIA,Licensed Center - Child Care Program,88,12/11/02,3/2/22,2/7/22,8/16/02,Y,Full,,,,,,,,,,,,
820427,8,Diana Roberts Daycare Center,Diana Roberts Daycare Center (820427),1923 S ELLISON DR,,SAN ANTONIO,78245,BEXAR,Licensed Center - Child Care Program,17,4/10/03,3/2/22,2/7/22,8/26/10,Y,Full,,,,,,,,,,,,
820461,7,Cedar Creek Head Start,Cedar Creek Head Start (820461),5582 F M 535,,CEDAR CREEK,78612,BASTROP,Licensed Center - Child Care Program,37,2/13/03,3/2/22,2/7/22,10/15/21,N,Full,,,,,,,,,,,,
820475-1427,7,YMCA-Union Hill,YMCA-Union Hill (820475-1427),1511 GULF WAY,,ROUND ROCK,78665,WILLIAMSON,Licensed Center - School Age Program,150,2/18/03,3/2/22,2/7/22,9/28/20,Y,Full,,,,,,,,,,,,
820496,3,Blessing Center,Blessing Center (820496),1700 N KAUFMAN ST,,ENNIS,75119,ELLIS,Licensed Center - Child Care Program,30,3/20/03,3/2/22,2/7/22,3/20/03,Y,Full,,,,,,,,,,,,
820513,6,Anointed Christian Childcare,Anointed Christian Childcare (820513),13837 LONGVIEW ST,,HOUSTON,77015,HARRIS,Licensed Center - Child Care Program,68,4/8/03,3/2/22,2/7/22,4/8/03,Y,Full,,,,,,,,,,,,
820521,5,Kid Kountry Too,Kid Kountry Too (820521),2682 TED TROUT DR,,LUFKIN,75904,ANGELINA,Licensed Center - Child Care Program,107,2/10/03,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
820541,3,First United Methodist Preschool,First United Methodist Preschool (820541),590 NE MCALISTER RD,,BURLESON,76028,TARRANT,Licensed Center - Child Care Program,137,10/11/02,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
820548,6,Tuong-Vi Thi Hoang,Tuong-Vi Thi Hoang (820548),18818 LANTERN COVE LN,,TOMBALL,77375,HARRIS,Registered Child-Care Home,12,9/17/02,3/2/22,2/7/22,1/4/21,Y,Full,,,,,,,,,,,,
820570,8,Jessica Leister,Jessica Leister (820570),5116 FM 482,,NEW BRAUNFELS,78132,COMAL,Registered Child-Care Home,12,10/16/02,3/2/22,2/7/22,10/16/02,Y,Full,,,,,,,,,,,,
820597,7,Headwaters School,Headwaters School (820597),6305 Manchaca RD and,1934 Berkeley AVE,Austin,78745,TRAVIS,Licensed Center - Child Care Program,178,2/11/03,3/2/22,2/7/22,6/30/20,Y,Full,,,,,,,,,,,,
820607,3,Precious Hearts Day Care,Precious Hearts Day Care (820607),2213 E PETERS COLONY RD,,CARROLLTON,75007,DENTON,Licensed Child-Care Home,12,1/15/03,3/2/22,2/7/22,8/29/02,Y,Full,,,,,,,,,,,,
820635,3,Sonja Lil'  Darling,Sonja Lil'  Darling (820635),5739 BONNIE VIEW RD,,DALLAS,75241,DALLAS,Licensed Center - Child Care Program,36,2/28/03,3/2/22,2/7/22,2/28/03,Y,Full,,,,,,,,,,,,
820781,2,David Crockett Early Head Start,David Crockett Early Head Start (820781),3282 S 13TH ST,,ABILENE,79605,TAYLOR,Licensed Center - Child Care Program,164,2/11/03,3/2/22,2/7/22,5/22/20,Y,Full,,,,,,,,,,,,
820790,6,Trinity Episcopal Day School,Trinity Episcopal Day School (820790),3901 S PANTHER CREEK DR,,THE WOODLANDS,77381,MONTGOMERY,Licensed Center - Child Care Program,229,2/24/03,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
820791-2729,6,YMCA @ Sneed Elementary,YMCA @ Sneed Elementary (820791-2729),9855 PAGEWOOD LN,,HOUSTON,77042,HARRIS,Licensed Center - School Age Program,60,3/18/03,3/2/22,2/7/22,11/9/20,Y,Full,,,,,,,,,,,,
820821,6,Tanya Gast,Tanya Gast (820821),1756 COUNTY ROAD 218,,WEIMAR,78962,COLORADO,Listed Family Home,0,10/9/02,3/2/22,2/7/22,3/18/20,Y,Full,,,,,,,,,,,,
821117,7,St Peters Lutheran School,St Peters Lutheran School (821117),1803 HWY 1431 W,,MARBLE FALLS,78654,BURNET,Licensed Center - Child Care Program,46,9/24/02,3/2/22,2/7/22,8/28/02,Y,Full,,,,,,,,,,,,
821141,7,Childrens Therapeutics Developmental Center,Childrens Therapeutics Developmental Center (821141),3211 HANCOCK DR,,AUSTIN,78731,TRAVIS,Licensed Center - Child Care Program,12,3/13/03,3/2/22,2/7/22,11/16/20,Y,Full,,,,,,,,,,,,
821163,6,Mai Truc Nguyen,Mai Truc Nguyen (821163),9615 MARIPOSA BEND LN,,HOUSTON,77089,HARRIS,Registered Child-Care Home,12,10/21/02,3/2/22,2/7/22,10/21/02,Y,Full,,,,,,,,,,,,
821184,11,Del Mar College-Morris L Lichtenstein Jr,Del Mar College-Morris L Lichtenstein Jr (821184),101 BALDWIN BLVD,,CORPUS CHRISTI,78404,NUECES,Licensed Center - Child Care Program,65,2/21/03,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
821234,3,Christine  Alvarado,Christine  Alvarado (821234),2601 ROSEBUD LN,,VENUS,76084,JOHNSON,Registered Child-Care Home,12,12/12/02,3/2/22,2/7/22,12/12/02,Y,Full,,,,,,,,,,,,
821483,3,Ms Sues Christian Day Care School,Ms Sues Christian Day Care School (821483),1825 Clarendon W, ,Dallas,75208,DALLAS,Licensed Center - Child Care Program,108,3/31/03,3/2/22,2/7/22,10/25/02,Y,Full,,,,,,,,,,,,
821540,6,Beginnings & Beyond Klein,Beginnings & Beyond Klein (821540),5258 LOUETTA RD,STE 190,SPRING,77379,HARRIS,Licensed Center - Child Care Program,100,3/7/03,3/2/22,2/7/22,5/26/20,Y,Full,,,,,,,,,,,,
821563,5,"Kids Harbor Learning Center, LP","Kids Harbor Learning Center, LP (821563)",6000 TERRELL ST,,GROVES,77619,JEFFERSON,Licensed Center - Child Care Program,355,3/30/03,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
821595,6,Crosby United Methodist Weekday School,Crosby United Methodist Weekday School (821595),1334 Runneburg RD,PO Box 1385 ,Crosby,77532,HARRIS,Licensed Center - Child Care Program,68,11/8/02,3/2/22,2/7/22,8/19/20,Y,Full,,,,,,,,,,,,
821598,3,Genesis Child Development Center,Genesis Child Development Center (821598),2517 DALROCK RD,,ROWLETT,75088,DALLAS,Licensed Center - Child Care Program,92,8/28/03,3/2/22,2/7/22,12/28/15,Y,Full,,,,,,,,,,,,
821619,4,New Generation Learning Center,New Generation Learning Center (821619),14172 HWY 110,,WHITEHOUSE,75791,SMITH,Licensed Center - Child Care Program,204,10/10/02,3/2/22,2/7/22,10/7/02,Y,Full,,,,,,,,,,,,
821638,6,Brazoria County Head Start-Lake Jackson Campus,Brazoria County Head Start-Lake Jackson Campus (821638),303 GARLAND DR,,LAKE JACKSON,77566,BRAZORIA,Licensed Center - Child Care Program,85,3/31/03,3/2/22,2/7/22,3/16/20,Y,Full,,,,,,,,,,,,
821858,6,St. Marks Episcopal School,St. Marks Episcopal School (821858),3816 BELLAIRE BLVD,,HOUSTON,77025,HARRIS,Licensed Center - Child Care Program,34,1/29/03,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
821874,10,Irma Melendez,Irma Melendez (821874),601 N ESTRELLA ST,,EL PASO,79903,EL PASO,Registered Child-Care Home,12,10/21/02,3/2/22,2/7/22,10/21/02,Y,Full,,,,,,,,,,,,
821906,6,Yi Tai Chi,Yi Tai Chi (821906),919 ALEXANDRIA ST,,STAFFORD,77477,FORT BEND,Registered Child-Care Home,12,10/29/02,3/2/22,2/7/22,10/29/02,Y,Full,,,,,,,,,,,,
821968,3,American Care Academy,American Care Academy (821968),530 S R L THORNTON FWY,,DALLAS,75203,DALLAS,Licensed Center - Child Care Program,86,9/16/03,3/2/22,2/7/22,10/10/02,Y,Full,,,,,,,,,,,,
821995,6,God's Rainbow Christian Academy,God's Rainbow Christian Academy (821995),13131 ALSTON RD,,SUGAR LAND,77478,FORT BEND,Licensed Center - Child Care Program,34,3/14/03,3/2/22,2/7/22,3/14/03,Y,Full,,,,,,,,,,,,
822121,11,Little One's Discovery Center II Inc.,Little One's Discovery Center II Inc. (822121),909 S JACKSON RD,,PHARR,78577,HIDALGO,Licensed Center - Child Care Program,64,6/6/03,3/2/22,2/7/22,8/27/20,Y,Full,,,,,,,,,,,,
822143,6,IRMA  SALGADO,IRMA  SALGADO (822143),9818 RUSTIC ROCK RD,,LA PORTE,77571,HARRIS,Registered Child-Care Home,12,10/17/02,3/2/22,2/7/22,10/17/02,Y,Full,,,,,,,,,,,,
822227,3,KinderFrogs,KinderFrogs (822227),2829 STADIUM DR,,FORT WORTH,76129,TARRANT,Licensed Center - Child Care Program,40,3/16/04,3/2/22,2/7/22,8/10/20,Y,Full,,,,,,,,,,,,
822281,5,Great Beginnings Pre-School & Childcare,Great Beginnings Pre-School & Childcare (822281),2801 U S HIGHWAY 190 W,,LIVINGSTON,77351,POLK,Licensed Center - Child Care Program,250,4/23/03,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
822287,6,Friendswood Christian School,Friendswood Christian School (822287),2051 W PARKWOOD AVE,,FRIENDSWOOD,77546,GALVESTON,Licensed Center - Child Care Program,105,4/2/03,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
822338,6,Ava Chase,Ava Chase (822338),15215 STONEYVIEW DR,,HOUSTON,77083,FORT BEND,Registered Child-Care Home,12,11/25/02,3/2/22,2/7/22,11/25/02,Y,Full,,,,,,,,,,,,
822346,3,Lighthouse Rescue Mission Church,Lighthouse Rescue Mission Church (822346),402 E CHURCH ST,,GRAND PRAIRIE,75050,DALLAS,Licensed Center - Child Care Program,27,4/10/03,3/2/22,2/7/22,4/10/03,Y,Full,,,,,,,,,,,,
822392,3,Angela Steward,Angela Steward (822392),107 W MADISON ST,,ENNIS,75119,ELLIS,Registered Child-Care Home,12,2/20/03,3/2/22,2/7/22,2/20/03,Y,Full,,,,,,,,,,,,
822412-1086,7,Forbes Child Development Center Child Incorporated,Forbes Child Development Center Child Incorporated (822412-1086),2217 FORBES DR,,AUSTIN,78754,TRAVIS,Licensed Center - Child Care Program,200,4/14/03,3/2/22,2/7/22,8/17/21,Y,Full,,,,,,,,,,,,
822558,6,Stephanie Smith,Stephanie Smith (822558),11907 HOPE LN,,MAGNOLIA,77354,MONTGOMERY,Registered Child-Care Home,12,10/15/02,3/2/22,2/7/22,10/15/02,Y,Full,,,,,,,,,,,,
822587,3,Primrose School of West Allen,Primrose School of West Allen (822587),106 TATUM DR,,ALLEN,75013,COLLIN,Licensed Center - Child Care Program,235,12/2/02,3/2/22,2/7/22,12/12/02,Y,Full,,,,,,,,,,,,
822602,7,All Austin Cooperative Nursery School,All Austin Cooperative Nursery School (822602),2301 HANCOCK DR,,AUSTIN,78756,TRAVIS,Licensed Center - Child Care Program,55,10/28/02,3/2/22,2/7/22,4/6/21,Y,Full,,,,,,,,,,,,
822640,8,Simply Kids Learning Center,Simply Kids Learning Center (822640),207 LOWE DR,,DEL RIO,78840,VAL VERDE,Licensed Center - Child Care Program,97,4/9/03,3/2/22,2/7/22,9/15/20,Y,Full,,,,,,,,,,,,
822676,8,Elba Nuno,Elba Nuno (822676),6818 SPRING ROSE ST,,SAN ANTONIO,78249,BEXAR,Registered Child-Care Home,12,2/6/03,3/2/22,2/7/22,2/6/03,Y,Full,,,,,,,,,,,,
822682,3,Donna Zimmerer Licensed Child Care,Donna Zimmerer Licensed Child Care (822682),1092 FM 1199,,GAINESVILLE,76240,COOKE,Licensed Child-Care Home,12,11/27/02,3/2/22,2/7/22,11/27/02,Y,Full,,,,,,,,,,,,
822717,11,Creative Kidz Day Care Center II,Creative Kidz Day Care Center II (822717),1201 Rio Rico Rd,491 South,Mercedes,78570,HIDALGO,Licensed Center - Child Care Program,73,7/9/03,3/2/22,2/7/22,6/22/21,Y,Full,,,,,,,,,,,,
822769,3,Good Hands Child Development Center,Good Hands Child Development Center (822769),1050 W WINTERGREEN RD,,LANCASTER,75134,DALLAS,Licensed Center - Child Care Program,65,7/7/03,3/2/22,2/7/22,7/7/03,Y,Full,,,,,,,,,,,,
822775,3,April D Hibdon,April D Hibdon (822775),18201 F M 2613,,KEMP,75143,KAUFMAN,Registered Child-Care Home,12,11/18/02,3/2/22,2/7/22,11/18/02,Y,Full,,,,,,,,,,,,
822902,6,MINH THU TRAN,MINH THU TRAN (822902),2207 PARK TALON DR,,HOUSTON,77067,HARRIS,Registered Child-Care Home,12,11/21/02,3/2/22,2/7/22,11/21/02,Y,Full,,,,,,,,,,,,
822949,6,Agape Christian Preschool & Child Care,Agape Christian Preschool & Child Care (822949),1401 STRAWBERRY RD,,PASADENA,77502,HARRIS,Licensed Center - Child Care Program,139,2/18/03,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
822975,3,Canyon Creek Day School,Canyon Creek Day School (822975),6308 STONEWOOD DR,,PLANO,75024,COLLIN,Licensed Center - Child Care Program,189,11/27/02,3/2/22,2/7/22,8/10/20,Y,Full,,,,,,,,,,,,
823010,3,"Riding Rainbows Child Development Center, Inc.","Riding Rainbows Child Development Center, Inc. (823010)",1132 S BUCKNER BLVD,,DALLAS,75217,DALLAS,Licensed Center - Child Care Program,71,1/6/03,3/2/22,2/7/22,5/28/21,Y,Full,,,,,,,,,,,,
823028-2589,3,Diamond Road Head Start and Child Development Center,Diamond Road Head Start and Child Development Center (823028-2589),2526 DIAMOND RD,,FORT WORTH,76106,TARRANT,Licensed Center - Child Care Program,60,6/23/03,3/2/22,2/7/22,10/5/20,Y,Full,,,,,,,,,,,,
823034,7,Happy Faces Bilingual Child Care Center,Happy Faces Bilingual Child Care Center (823034),1115 E SAINT JOHNS AVE,,AUSTIN,78752,TRAVIS,Licensed Center - Child Care Program,29,11/14/02,3/2/22,2/7/22,4/30/20,Y,Full,,,,,,,,,,,,
823040,3,Ronda Smith,Ronda Smith (823040),1609 GLOUCHESTER DR,,GARLAND,75044,DALLAS,Registered Child-Care Home,12,2/3/03,3/2/22,2/7/22,2/3/03,Y,Full,,,,,,,,,,,,
823073,6,Van Hong Thi Tran,Van Hong Thi Tran (823073),14107 TALLOW POINT CT,,HOUSTON,77062,HARRIS,Registered Child-Care Home,12,1/23/03,3/2/22,2/7/22,11/16/20,Y,Full,,,,,,,,,,,,
823102,7,Rosies Day Care,Rosies Day Care (823102),7512 CAMERON RD,,AUSTIN,78752,TRAVIS,Licensed Center - Child Care Program,48,11/25/02,3/2/22,2/7/22,10/29/02,Y,Full,,,,,,,,,,,,
823209,3,JJs Child Care,JJs Child Care (823209),516 CHEROKEE TRL,,KELLER,76248,TARRANT,Licensed Child-Care Home,12,3/10/03,3/2/22,2/7/22,11/25/02,Y,Full,,,,,,,,,,,,
823246,6,Demetra K. Bryant,Demetra K. Bryant (823246),210 KESTREL LN,,ROSHARON,77583,FORT BEND,Registered Child-Care Home,12,12/5/02,3/2/22,2/7/22,12/5/02,Y,Full,,,,,,,,,,,,
823303,6,KWOK-YING  WONG,KWOK-YING  WONG (823303),15318 TRUSLOW POINT LN,,SUGAR LAND,77478,FORT BEND,Registered Child-Care Home,12,1/2/03,3/2/22,2/7/22,5/18/20,Y,Full,,,,,,,,,,,,
823326-5531,10,Bill Sybert After School,Bill Sybert After School (823326-5531),11530 EDGEMERE BLVD,,EL PASO,79936,EL PASO,Licensed Center - Before/After School Program,40,6/27/03,3/2/22,2/7/22,8/23/21,Y,Full,,,,,,,,,,,,
823365,9,New Hope Christian School,New Hope Christian School (823365),118 CEDAR RD,,BIG SPRING,79720,HOWARD,Licensed Center - Child Care Program,175,5/13/03,3/2/22,2/7/22,4/20/20,Y,Full,,,,,,,,,,,,
823396,7,West Austin Youth Association  Developmental Mornings,West Austin Youth Association  Developmental Mornings (823396),1314 EXPOSITION BLVD,,AUSTIN,78703,TRAVIS,Licensed Center - Child Care Program,103,7/22/03,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
823414,6,Hoa Cindy Lai,Hoa Cindy Lai (823414),7317 S GESSNER RD,,HOUSTON,77036,HARRIS,Registered Child-Care Home,12,2/10/03,3/2/22,2/7/22,12/1/20,Y,Full,,,,,,,,,,,,
823418,8,Trinity Preschool,Trinity Preschool (823418),5401 N LOOP 1604 E,,SAN ANTONIO,78247,BEXAR,Licensed Center - Child Care Program,198,11/27/02,3/2/22,2/7/22,11/27/02,Y,Full,,,,,,,,,,,,
823527,4,Kidz Depot Learning Academy,Kidz Depot Learning Academy (823527),2420 N BORDER AVE,,TYLER,75702,SMITH,Licensed Center - Child Care Program,39,5/30/03,3/2/22,2/7/22,5/30/03,Y,Full,,,,,,,,,,,,
823551,3,"Cadence Academy, Allen","Cadence Academy, Allen (823551)",1224 E EXCHANGE PKWY,,ALLEN,75002,COLLIN,Licensed Center - Child Care Program,239,5/16/03,3/2/22,2/7/22,5/18/20,Y,Full,,,,,,,,,,,,
823560-5591,10,Pete Duarte Head Start,Pete Duarte Head Start (823560-5591),500 S DARRINGTON RD,,HORIZON CITY,79928,EL PASO,Licensed Center - Child Care Program,240,5/23/03,3/2/22,2/7/22,8/2/21,Y,Full,,,,,,,,,,,,
823645,3,Brenda Henderson,Brenda Henderson (823645),16002 COUNTY ROAD 4065A,,SCURRY,75158,KAUFMAN,Registered Child-Care Home,12,2/10/03,3/2/22,2/7/22,2/10/03,Y,Full,,,,,,,,,,,,
823655,3,Karen Brinkley,Karen Brinkley (823655),2425 SHILOH LN,,MESQUITE,75181,DALLAS,Registered Child-Care Home,12,12/16/02,3/2/22,2/7/22,12/16/02,Y,Full,,,,,,,,,,,,
823671,3,Achievement Center of Texas,Achievement Center of Texas (823671),2950 N SHILOH RD,,GARLAND,75044,DALLAS,Licensed Center - Child Care Program,14,1/15/03,3/2/22,2/7/22,9/21/20,Y,Full,,,,,,,,,,,,
823752,3,Adrienne Sandidge,Adrienne Sandidge (823752),2924 WILD OAK LN,,ROCKWALL,75032,ROCKWALL,Registered Child-Care Home,12,12/30/02,3/2/22,2/7/22,12/30/02,Y,Full,,,,,,,,,,,,
823760,6,Unity Child Care,Unity Child Care (823760),827 TURNEY DR,,HOUSTON,77038,HARRIS,Licensed Center - Child Care Program,49,12/11/02,3/2/22,2/7/22,4/6/20,Y,Full,,,,,,,,,,,,
823829,3,First United Methodist Weekday Program,First United Methodist Weekday Program (823829),3160 E SPRING CREEK PKWY,,PLANO,75074,COLLIN,Licensed Center - Child Care Program,210,5/12/03,3/2/22,2/7/22,12/16/02,Y,Full,,,,,,,,,,,,
823841,11,Roosevelt Head Start Center,Roosevelt Head Start Center (823841),3301 SIERRA VISTA BLVD,,LAREDO,78046,WEBB,Licensed Center - Child Care Program,34,6/3/03,3/2/22,2/7/22,5/3/21,Y,Full,,,,,,,,,,,,
823880,11,Little Palominos Head Start Center,Little Palominos Head Start Center (823880),W END WASHINGTON LCC CAMPUS,,LAREDO,78040,WEBB,Licensed Center - Child Care Program,64,6/3/03,3/2/22,2/7/22,5/3/21,Y,Full,,,,,,,,,,,,
823884-1427,7,YMCA-Nadine Johnson Elementary School,YMCA-Nadine Johnson Elementary School (823884-1427),480 CARL STERN DR,,HUTTO,78634,WILLIAMSON,Licensed Center - School Age Program,115,5/20/03,3/2/22,2/7/22,9/15/20,Y,Full,,,,,,,,,,,,
823911,7,Kid Care,Kid Care (823911),810 N MAIN,,MERIDIAN,76665,BOSQUE,Licensed Child-Care Home,12,12/12/02,3/2/22,2/7/22,12/12/02,Y,Full,,,,,,,,,,,,
823914,2,Lisa Kay Barnes,Lisa Kay Barnes (823914),1828 DEAF SMITH ST,,VERNON,76384,WILBARGER,Registered Child-Care Home,12,12/31/02,3/2/22,2/7/22,12/30/02,Y,Full,,,,,,,,,,,,
823953,7,Talitha Koum Nurture Center,Talitha Koum Nurture Center (823953),1311 CLAY AVE,,WACO,76706,MCLENNAN,Licensed Center - Child Care Program,30,6/26/03,3/2/22,2/7/22,12/21/20,Y,Full,,,,,,,,,,,,
824063,3,All About Kids,All About Kids (824063),1441 FORT WORTH HWY,,WEATHERFORD,76086,PARKER,Licensed Center - Child Care Program,199,5/22/03,3/2/22,2/7/22,12/30/02,Y,Full,,,,,,,,,,,,
824112,3,Connect: KIDS Childcare Center,Connect: KIDS Childcare Center (824112),1971 JOHN ARDEN DR,,WAXAHACHIE,75165,ELLIS,Licensed Center - Child Care Program,100,7/24/03,3/2/22,2/7/22,1/24/03,Y,Full,,,,,,,,,,,,
824130,6,Cypresswood Montessori Inc,Cypresswood Montessori Inc (824130),18323 KUYKENDAHL RD,,SPRING,77379,HARRIS,Licensed Center - Child Care Program,99,5/5/03,3/2/22,2/7/22,7/24/20,Y,Full,,,,,,,,,,,,
824292,8,UTSA Child Development Center,UTSA Child Development Center (824292),1 UTSA CIR,,SAN ANTONIO,78249,BEXAR,Licensed Center - Child Care Program,106,7/9/03,3/2/22,2/7/22,1/5/21,Y,Full,,,,,,,,,,,,
824396,6,Anh Thi Vu,Anh Thi Vu (824396),13118 HILL CANYON LN,,HOUSTON,77072,HARRIS,Registered Child-Care Home,12,1/30/03,3/2/22,2/7/22,1/30/03,Y,Full,,,,,,,,,,,,
824411-2729,6,Coulson Tough Elementary YMCA,Coulson Tough Elementary YMCA (824411-2729),11660 CRANEBROOK DR,,THE WOODLANDS,77382,MONTGOMERY,Licensed Center - School Age Program,60,5/27/03,3/2/22,2/7/22,8/11/21,Y,Full,,,,,,,,,,,,
824413,6,KIM CUC THI TRAN,KIM CUC THI TRAN (824413),4922 KEEGAN RUN DR,,HOUSTON,77084,HARRIS,Registered Child-Care Home,12,1/6/03,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
824429,6,Cheryl R Crawford,Cheryl R Crawford (824429),906 N KAUFMAN DR,,DEER PARK,77536,HARRIS,Registered Child-Care Home,12,2/24/03,3/2/22,2/7/22,2/24/03,Y,Full,,,,,,,,,,,,
824434,6,Spring Branch Head Start,Spring Branch Head Start (824434),9655 LONG POINT RD,,HOUSTON,77055,HARRIS,Licensed Center - Child Care Program,218,7/8/03,3/2/22,2/7/22,9/9/20,Y,Full,,,,,,,,,,,,
824551,11,Wee Care Child Day Care,Wee Care Child Day Care (824551),3204 S CAGE BLVD,,PHARR,78577,HIDALGO,Licensed Center - Child Care Program,24,8/22/03,3/2/22,2/7/22,3/13/21,Y,Full,,,,,,,,,,,,
824556,6,Walden School,Walden School (824556),16103 LEXINGTON BLVD,STE A,SUGAR LAND,77479,FORT BEND,Licensed Center - Child Care Program,189,5/16/03,3/2/22,2/7/22,5/16/03,Y,Full,,,,,,,,,,,,
824584,6,The Karate School,The Karate School (824584),7021 ATASCOCITA RD,,HUMBLE,77346,HARRIS,Licensed Center - School Age Program,99,2/13/03,3/2/22,2/7/22,5/18/20,Y,Full,,,,,,,,,,,,
824597,6,Scribbles Academy & The Montessori,Scribbles Academy & The Montessori (824597),940 S FRY RD,,KATY,77450,HARRIS,Licensed Center - Child Care Program,105,1/31/03,3/2/22,2/7/22,1/22/21,N,Full,,,,,,,,,,,,
824600,3,Compass Christian Preschool,Compass Christian Preschool (824600),2600 HALL JOHNSON RD,,COLLEYVILLE,76034,TARRANT,Licensed Center - Child Care Program,250,8/11/03,3/2/22,2/7/22,9/15/20,Y,Full,,,,,,,,,,,,
824677,6,Nguyen Phuong Thi Nguyen,Nguyen Phuong Thi Nguyen (824677),9507 LERIN LN,,SUGAR LAND,77498,FORT BEND,Registered Child-Care Home,12,2/20/03,3/2/22,2/7/22,2/20/03,Y,Full,,,,,,,,,,,,
824789-2389,7,Ira Cross Jr Elementary,Ira Cross Jr Elementary (824789-2389),1910 HERNDON DR,,KILLEEN,76543,BELL,Licensed Center - Before/After School Program,102,1/29/03,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
824861,7,Parkview Christian Childcare and Preparatory Academy,Parkview Christian Childcare and Preparatory Academy (824861),1100 E LAKE SHORE DR,,WACO,76708,MCLENNAN,Licensed Center - Child Care Program,220,8/11/03,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
824875,8,"Children's Summit Learning Center, L.L.C","Children's Summit Learning Center, L.L.C (824875)",2250 BENRUS BLVD,,SAN ANTONIO,78228,BEXAR,Licensed Center - Child Care Program,63,8/29/03,3/2/22,2/7/22,3/24/03,Y,Full,,,,,,,,,,,,
824913,11,Kidsville Day Care,Kidsville Day Care (824913),217 W CLEVELAND AVE,,HARLINGEN,78550,CAMERON,Licensed Child-Care Home,12,1/15/03,3/2/22,2/7/22,11/10/20,Y,Full,,,,,,,,,,,,
825219,3,Mona Montessori Academy,Mona Montessori Academy (825219),1417 ISMAILI CENTER CIR,,CARROLLTON,75006,DALLAS,Licensed Center - Child Care Program,184,7/3/03,3/2/22,2/7/22,2/12/03,Y,Full,,,,,,,,,,,,
825230,11,Spirit of Joy Christian Childcare Center,Spirit of Joy Christian Childcare Center (825230),1155 W STENGER ST,,SAN BENITO,78586,CAMERON,Licensed Center - Child Care Program,71,2/14/03,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
825490,5,Mitzie  Prowse,Mitzie  Prowse (825490),516 N 28TH ST,,NEDERLAND,77627,JEFFERSON,Registered Child-Care Home,12,3/30/03,3/2/22,2/7/22,3/30/03,Y,Full,,,,,,,,,,,,
825609,8,Brandi L. Wintermeier,Brandi L. Wintermeier (825609),3610 KIRBY DR,,SAN ANTONIO,78219,BEXAR,Registered Child-Care Home,12,5/21/03,3/2/22,2/7/22,5/21/03,Y,Full,,,,,,,,,,,,
825642,1,Donna Siebman,Donna Siebman (825642),701 AVENUE E NW,,CHILDRESS,79201,CHILDRESS,Listed Family Home,3,10/21/03,3/2/22,2/7/22,8/4/20,Y,Full,,,,,,,,,,,,
